time: <class 'datetime.datetime'>index, node loc, heuristic
172, (145.         102.08647298  -1.04719755), 206.56948204251356
173, (145.5        102.08647298  -1.04719755), 206.20797801316337
174, (146.         103.90027234   1.04719755), 206.20151005754917
175, (145.5        106.62097139  -2.0943951 ), 205.83849753989614
176, ( 1.46500000e+02  1.06620971e+02 -1.56319402e-13), 203.76268828944842
177, (146.         108.43477075  -2.0943951 ), 203.74755962709145
178, ( 1.47000000e+02  1.08434771e+02 -1.58095759e-13), 203.0570032922135
179, (146.5        110.24857012  -2.0943951 ), 203.0341358358798
180, ( 1.47500000e+02  1.10248570e+02 -1.59872116e-13), 201.83022847155416
181, (147.         112.06236948  -2.0943951 ), 201.80588483993108
182, ( 1.48000000e+02  1.12062369e+02 -1.61648472e-13), 201.13627921806693
183, (147.5        113.87616885  -2.0943951 ), 201.1038320497965
184, ( 1.48500000e+02  1.13876169e+02 -1.63424829e-13), 200.75660899458018
185, (148.         115.68996821  -2.0943951 ), 200.72661410207752
186, ( 1.49000000e+02  1.15689968e+02 -1.65201186e-13), 200.0700705145934
187, (148.5        117.50376758  -2.0943951 ), 200.03168542738823
188, ( 1.49500000e+02  1.17503768e+02 -1.66977543e-13), 198.84750831564858
189, (149.         119.31756694  -2.0943951 ), 198.80723848324237
190, ( 1.50000000e+02  1.19317567e+02 -1.68753900e-13), 198.17460927960911
191, (149.5       121.1313663  -2.0943951), 198.12553288534
192, ( 1.50500000e+02  1.21131366e+02 -1.70530257e-13), 196.9554357129917
193, (151.         122.03826599  -1.04719755), 196.9041831797859
194, (151.5        122.03826599  -1.04719755), 196.56907150315303
195, ( 1.52500000e+02  1.22038266e+02 -1.73194792e-13), 196.52019995940222
196, ( 1.53500000e+02  1.22038266e+02 -1.74082970e-13), 196.47842403288143
197, ( 1.54500000e+02  1.22038266e+02 -1.74971149e-13), 196.4438614717635
198, ( 1.55500000e+02  1.22038266e+02 -1.75859327e-13), 196.41663102366044
199, ( 1.56500000e+02  1.22038266e+02 -1.76747506e-13), 196.39685237405806
200, ( 1.57500000e+02  1.22038266e+02 -1.77635684e-13), 196.38464608017193
201, ( 1.58500000e+02  1.22038266e+02 -1.78523862e-13), 196.38013350011565
202, ( 1.59500000e+02  1.22038266e+02 -1.79412041e-13), 196.38343671728336
203, (159.         123.85206535   2.0943951 ), 196.39467845985885
204, (159.5        126.5727644   -1.04719755), 196.51454914456292
205, (160.         128.38656376   1.04719755), 193.9166286842826
206, (159.5        131.10726281  -2.0943951 ), 192.6939239859646
207, ( 1.60500000e+02  1.31107263e+02 -1.83852933e-13), 190.63208364316785
208, (161.         132.01416249  -1.04719755), 190.6083136886985
209, (161.5        132.01416249  -1.04719755), 190.25546629807337
210, (162.         133.82796185   1.04719755), 190.23496934944012
211, (161.5       136.5486609  -2.0943951), 189.88009243891594
212, ( 1.62500000e+02  1.36548661e+02 -1.88293825e-13), 187.83520025025905
213, (162.         138.36246026  -2.0943951 ), 187.80190649671138
214, ( 1.63000000e+02  1.38362460e+02 -1.90070182e-13), 187.156097709407
215, (162.5        140.17625963  -2.0943951 ), 187.11155694998058
216, (163.         142.89695868   1.04719755), 185.93587107359485
217, (162.5        145.61765772  -2.0943951 ), 184.77581530209955
218, ( 1.63500000e+02  1.45617658e+02 -1.93622895e-13), 182.8173421358423
219, (163.         147.43145709  -2.0943951 ), 182.7393336944022
220, (163.5        150.15215613   1.04719755), 182.2011080247388
221, (163.         152.87285518  -2.0943951 ), 179.70260110718382
222, ( 1.64000000e+02  1.52872855e+02 -1.97175609e-13), 179.24954212300622
223, (163.5        154.68665454  -2.0943951 ), 179.12396025078687
224, ( 1.64500000e+02  1.54686655e+02 -1.98951966e-13), 178.06814663663573
225, (164.         156.50045391  -2.0943951 ), 177.93699259593154
226, ( 1.65000000e+02  1.56500454e+02 -2.00728323e-13), 177.53681120105023
227, (164.5        158.31425327  -2.0943951 ), 177.39053137985314
228, ( 1.65500000e+02  1.58314253e+02 -2.02504680e-13), 176.3698645180507
229, (165.         160.12805264  -2.0943951 ), 176.21709649683788
230, ( 1.66000000e+02  1.60128053e+02 -2.04281037e-13), 175.8769250208977
231, (165.5       161.941852   -2.0943951), 175.70797289396148
232, ( 1.66500000e+02  1.61941852e+02 -2.06057393e-13), 175.46427498927403
